freqency [1/day],y,period [days]
0.00025128390369544393,2114639.5389909437,3979.5624999999995
0.00026698914767640916,896714.5536373662,3745.470588235294
0.0002826943916573744,663953.2247058277,3537.388888888889
1.5705243980965246e-05,661147.3745067094,63672.99999999999
0.0002355786597144787,575756.7306329269,4244.866666666666
